ID,Difficulty,Question,Option A,Option B,Option C,Option D,Option E,Correct Answer,Explanation,Status
0518e353-e365-43ca-a457-ab660989a2ae,Hard,A patient is started on apixaban for PE treatment using the following titration schedule: 10 mg twice daily for 7 days; 5 mg twice daily for 83 days. Apixaban is available as 5 mg tablets. Tablets come in packs of 56. How many packs should be dispensed for the primary drug?,40 pack(s) of 56,4 pack(s) of 56,16 pack(s) of 56,0.4 pack(s) of 56,8 pack(s) of 56,B,"**Tablet/Dose Calculation**

**Method:**
1. Identify the dose per administration
2. Determine frequency per day
3. Calculate duration in days
4. Total = Doses per day × Number of days

**Answer: 30 capsules**

**Clinical note:** Always verify the prescription matches standard dosing guidelines and check for any dose adjustments needed.",approved
7207025b-4961-45fb-9fef-96680c51bb0e,Hard,A patient is started on spironolactone for heart failure (initiation) using the following titration schedule: 25 mg daily for 28 days; 50 mg daily for 28 days. Spironolactone is available as 25 mg tablets. Tablets come in packs of 28. How many packs should be dispensed for the primary drug?,3 pack(s) of 28,2 pack(s) of 28,1.5 pack(s) of 28,3.3 pack(s) of 28,0.75 pack(s) of 28,A,"**Tablet/Dose Calculation**

**Method:**
1. Doses per day = Frequency (e.g., BD=2, TDS=3, QDS=4)
2. Total tablets = Doses per day × Number of days

**Answer: 30 tablets**

**Clinical note:** Verify prescription matches standard dosing.",approved
08e5aaca-1df5-490e-a360-20ca863187fd,Hard,A patient is started on lamotrigine for epilepsy (monotherapy titration) using the following titration schedule: 25 mg daily for 14 days; 50 mg daily for 14 days; 100 mg daily for 14 days; 200 mg daily for 28 days. Lamotrigine is available as 25 mg tablets. Calculate the total milligrams of lamotrigine over the entire course.,32200 mg,8050 mg,7245 mg,805 mg,5369.4 mg,B,"**Tablet/Dose Calculation**

**Method:**
1. Identify the dose per administration
2. Determine frequency per day
3. Calculate duration in days
4. Total = Doses per day × Number of days

**Answer: 56 tablets**

**Clinical note:** Always verify the prescription matches standard dosing guidelines and check for any dose adjustments needed.",approved
9f0a8f6c-c178-41f9-a008-d43050e591a0,Hard,"A patient (weight 65 kg, height 185 cm, BSA 1.72 m²) is prescribed paclitaxel at 175 mg/m² as part of a chemotherapy regimen. The BNF maximum single dose is 400 mg. The calculated dose is to be diluted in 500 mL of appropriate diluent and infused over 3 hour(s). Paclitaxel is available as 300 mg vials. How many 300 mg vials are needed?",0.5 vial(s),3 vial(s),8 vial(s),0.2 vial(s),2 vial(s),E,Chemotherapy BSA dosing: Dose = BSA × Dose per m² = 1.85 m² × 180 mg/m² = 333 mg. Irinotecan is a topoisomerase I inhibitor used in colorectal and other cancers. Severe delayed diarrhoea (cholinergic) and myelosuppression are dose-limiting toxicities. Pre-medication with atropine for acute cholinergic symptoms.,approved
1bfc8e51-41f1-41ae-aeaf-859f752898a1,Hard,A patient is started on sertraline for depression using the following titration schedule: 50 mg daily for 14 days; 100 mg daily for 14 days; 150 mg daily for 28 days. Sertraline is available as 50 mg tablets. Calculate the total milligrams of sertraline over the entire course.,6930 mg,3150 mg,6300 mg,5670 mg,18900 mg,C,"TB treatment supply: OD (once daily) for 60 days (2 months intensive phase) = 60 tablets (assuming 2 g tablets or 4 × 500 mg). Pyrazinamide is part of RIPE therapy for TB. Hepatotoxic - monitor LFTs. Also causes hyperuricaemia/gout. Typically used for first 2 months only, then stopped.",approved
b5edbb42-bec9-41b9-bcef-a531ed4bfcd3,Hard,A patient is started on propranolol for essential tremor / anxiety using the following titration schedule: 40 mg twice daily for 7 days; 40 mg three times daily for 7 days; 80 mg twice daily for 14 days; 80 mg three times daily for 28 days. Propranolol is available as 40 mg tablets. Calculate the total number of 40 mg tablets needed for the primary drug.,259 tablets,2590 tablets,86.25 tablets,284.9 tablets,172.8 tablets,A,"**Tablet/Dose Calculation**

**Method:**
1. Doses per day = Frequency (e.g., BD=2, TDS=3, QDS=4)
2. Total tablets = Doses per day × Number of days

**Answer: 30 tablets**

**Clinical note:** Verify prescription matches standard dosing.",approved
3cdb5d25-010f-43cb-9def-29a50b76880a,Hard,A patient is started on pregabalin for generalised anxiety disorder using the following titration schedule: 75 mg twice daily for 7 days; 150 mg twice daily for 7 days; 300 mg twice daily for 14 days. Pregabalin is available as 75 mg tablets. Tablets come in packs of 56. How many packs should be dispensed for the primary drug?,6 pack(s) of 56,0.75 pack(s) of 56,3 pack(s) of 56,0.3 pack(s) of 56,3.3 pack(s) of 56,C,"**Tablet/Dose Calculation**

**Method:**
1. Doses per day = Frequency (e.g., BD=2, TDS=3, QDS=4)
2. Total tablets = Doses per day × Number of days

**Answer: 28 tablets**

**Clinical note:** Verify prescription matches standard dosing.",approved
05d258f6-28c1-4681-8bb7-23af0de7c19f,Hard,A patient is started on bisoprolol for heart failure (up-titration) using the following titration schedule: 1.25 mg daily for 14 days; 2.5 mg daily for 14 days; 3.75 mg daily for 14 days; 5 mg daily for 14 days; 7.5 mg daily for 14 days; 10 mg daily for 28 days. Bisoprolol is available as 1.25 mg tablets. Calculate the total number of 1.25 mg tablets needed for the primary drug.,448 tablets,4480 tablets,224 tablets,1344 tablets,896 tablets,A,"**Tablet/Dose Calculation**

**Method:**
1. Doses per day = Frequency (e.g., BD=2, TDS=3, QDS=4)
2. Total tablets = Doses per day × Number of days

**Answer: 28 tablets**

**Clinical note:** Verify prescription matches standard dosing.",approved
9cf69f58-e855-45cc-8b52-244dc4bc293a,Hard,A 92 kg patient with an eGFR of 25 mL/min/1.73m² is prescribed aciclovir at 10 mg/kg every 8 hours. The BNF recommends a maximum single dose of 800 mg and the following renal dose adjustments: eGFR 25-50 mL/min/1.73m²: reduce to 50% of normal dose. Aciclovir injection is available as 25 mg/mL in 20 mL vials. What is the correct aciclovir dose for this patient?,4000 mg,440 mg,400 mg,600 mg,800 mg,C,TB treatment weight-based dosing: Dose = Weight × Dose per kg = 55 kg × 15 mg/kg = 825 mg. Ethambutol is part of RIPE therapy. Dose rounded to nearest 100 mg for practical administration (800 mg). Optic neuritis is the main toxicity - baseline and regular visual acuity/colour vision testing required. Reduce dose in renal impairment.,approved
d91867f4-539e-4e61-a906-697a85c27e11,Hard,"A 72 kg patient with an eGFR of 55 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. The dose is diluted to 100 mL and infused over 120 minutes. If the adjusted dose is diluted to 100 mL and infused over 120 minutes, what is the infusion rate in mL/hour?",16.65 mL/hour,150 mL/hour,50 mL/hour,45 mL/hour,200 mL/hour,C,"Monoclonal antibody weight-based dosing: Dose = Weight × Dose per kg = 75 kg × 10 mg/kg = 750 mg. Bevacizumab is a VEGF inhibitor used in various cancers (colorectal, lung, renal). Given IV every 2-3 weeks depending on protocol. Monitor for hypertension, proteinuria, and bleeding. Risk of GI perforation and wound healing complications.",approved
72560aa4-5050-43d0-8d73-96b4c3d6580f,Hard,A patient is started on gabapentin for neuropathic pain using the following titration schedule: 300 mg once daily for 3 days; 300 mg twice daily for 4 days; 300 mg three times daily for 7 days; 400 mg three times daily for 14 days. Gabapentin is available in appropriate tablet strengths. Tablets come in packs of 100. How many packs should be dispensed for the primary drug?,3 pack(s) of 100,1.5 pack(s) of 100,10 pack(s) of 100,0.33 pack(s) of 100,1 pack(s) of 100,E,5-ASA supply for IBD: TDS (three times daily) for 30 days. Tablets = 3/day × 30 days = 90 tablets. Mesalazine (5-ASA) 800 mg TDS (2.4 g/day) is maintenance therapy for ulcerative colitis. Higher doses (4.8 g/day) for active disease. Different formulations release drug at different GI sites - not interchangeable.,approved
75f4d7ee-a0ee-4f4e-a2d4-12ab2041d9ff,Hard,A patient is started on prednisolone for acute asthma exacerbation using the following titration schedule: 40 mg daily for 5 days; 30 mg daily for 3 days; 20 mg daily for 3 days; 10 mg daily for 3 days; 5 mg daily for 3 days. Prednisolone is available as 5 mg tablets. Tablets come in packs of 28. How many packs should be dispensed for the primary drug?,9 pack(s) of 28,2 pack(s) of 28,3 pack(s) of 28,1.5 pack(s) of 28,2.7 pack(s) of 28,C,"**Tablet/Dose Calculation**

**Method:**
1. Doses per day = Frequency (e.g., BD=2, TDS=3, QDS=4)
2. Total tablets = Doses per day × Number of days

**Answer: 30 tablets**

**Clinical note:** Verify prescription matches standard dosing.",approved
92c107b8-db2f-4cb5-9b17-d74bcd05a34d,Easy,A patient is prescribed Sulfasalazine 500 mg four times daily for 14 days. How many tablets should be dispensed?,28.0 tablets,84.0 tablets,112 tablets,42.0 tablets,56 tablets,E,"**Tablet/Dose Calculation**

**Method:**
1. Doses per day = Frequency (e.g., BD=2, TDS=3, QDS=4)
2. Total tablets = Doses per day × Number of days

**Answer: 56 tablets**

**Clinical note:** Verify prescription matches standard dosing.",approved
35b92479-c7e0-4d43-83a8-3841c7877166,Easy,Chloroquine 250mg weekly × 12wk. How many tablets should be dispensed?,9.0 tablets,6.0 tablets,12 tablets,24 tablets,18.0 tablets,C,Answer: 12 tablets,approved
e5b809d2-e721-4ced-840c-4863c49f6b7b,Easy,A patient with a body surface area (BSA) of 1.75 m² is prescribed Gemcitabine at a dose of 1000 mg/m². Calculate the total dose required.,3500 mg,2625.0 mg,1312.5 mg,1750 mg,875.0 mg,D,"Chemotherapy BSA dosing: Dose = BSA × Dose per m² = 1.75 m² × 1000 mg/m² = 1750 mg. Gemcitabine is a nucleoside analogue used in pancreatic, lung, and breast cancers. Given IV weekly for 3 weeks then 1 week rest. Myelosuppression is dose-limiting. Monitor FBC before each dose.",approved
e84183d0-0957-4f2f-b590-9cc39c7df676,Hard,"A patient is started on rifampicin + isoniazid + pyrazinamide + ethambutol for TB (intensive phase, 50-70 kg patient) using the following titration schedule: R 450mg + H 300mg + Z 1500mg + E 800mg daily for 56 days. Rifampicin is available as 150 mg tablets.  isoniazid 100mg tabs (packs of 56); pyrazinamide 500mg tabs (packs of 100); ethambutol 400mg tabs (packs of 56); How many packs of isoniazid 100mg tabs are needed for the full course?",1.5 pack(s) of 56,3 pack(s) of 56,0.75 pack(s) of 56,30 pack(s) of 56,6 pack(s) of 56,B,"DMARD supply: BD (twice daily) for 30 days. Tablets = 2/day × 30 days = 60 tablets. Hydroxychloroquine 200 mg BD (400 mg/day) is used for rheumatoid arthritis, SLE, and was investigated for COVID-19. Annual ophthalmology review required due to risk of irreversible retinopathy with cumulative dose.",approved
19c2fa6a-cd5e-4166-9b0a-2fa621f65a04,Hard,A patient is started on prednisolone for acute asthma exacerbation using the following titration schedule: 40 mg daily for 5 days; 30 mg daily for 3 days; 20 mg daily for 3 days; 10 mg daily for 3 days; 5 mg daily for 3 days. Prednisolone is available as 5 mg tablets. Tablets come in packs of 28. How many packs should be dispensed for the primary drug?,3 pack(s) of 28,0.75 pack(s) of 28,2 pack(s) of 28,3.3 pack(s) of 28,2.7 pack(s) of 28,A,"**Tablet/Dose Calculation**

**Method:**
1. Doses per day = Frequency (e.g., BD=2, TDS=3, QDS=4)
2. Total tablets = Doses per day × Number of days

**Answer: 56 tablets**

**Clinical note:** Verify prescription matches standard dosing.",approved
e9c71ec6-9d1d-42ad-a151-19496b13ca0f,Hard,"A patient is started on warfarin for AF — loading regimen using the following titration schedule: 10 mg on day 1 for 1 days; 10 mg on day 2 for 1 days; 5 mg on day 3 for 1 days; check INR, then variable 3-5 mg daily for 25 days for 25 days. Warfarin is available in appropriate tablet strengths. Tablets come in packs of 28. How many packs should be dispensed for the primary drug?",0.67 pack(s) of 28,0.25 pack(s) of 28,1.1 pack(s) of 28,1 pack(s) of 28,2 pack(s) of 28,D,Alkylating agent supply: OD (once daily) for 28 days = 28 tablets. Oral busulfan 2 mg daily is used for chronic myeloid leukaemia (CML) maintenance. High-dose IV busulfan is used in stem cell transplant conditioning. Myelosuppression is significant - requires regular FBC monitoring. Can cause pulmonary fibrosis with prolonged use.,approved
d064d771-5b29-4f29-b765-a5c0f106bef7,Hard,A patient is started on levetiracetam for epilepsy (initiation) using the following titration schedule: 250 mg twice daily for 14 days; 500 mg twice daily for 14 days; 750 mg twice daily for 14 days; 1000 mg twice daily for 28 days. Levetiracetam is available as 250 mg tablets. Tablets come in packs of 60. How many packs should be dispensed for the primary drug?,4.67 pack(s) of 60,7 pack(s) of 60,1.75 pack(s) of 60,10.5 pack(s) of 60,2.33 pack(s) of 60,B,"Anti-infective supply: OD (once daily) for 30 days = 30 tablets. Dapsone 100 mg daily is used for leprosy (part of MDT), dermatitis herpetiformis, and PCP prophylaxis. Screen for G6PD deficiency before starting - can cause severe haemolysis. Monitor FBC and methaemoglobin levels.",approved
4a07391d-6a27-4139-95de-9a6fb260c1bc,Easy,A patient is prescribed Quinine 600 mg three times daily for 7 days. How many tablets should be dispensed?,10.5 tablets,21 tablets,31.5 tablets,42 tablets,15.75 tablets,B,Antimalarial course: TDS (three times daily) for 7 days. Tablets = 3/day × 7 days = 21 tablets. Quinine 600 mg TDS is standard treatment for falciparum malaria when IV artesunate is unavailable. Usually combined with doxycycline or clindamycin. Monitor blood glucose (causes hypoglycaemia) and ECG (QT prolongation).,approved
58d3abe3-0bfb-4bf5-b471-3cb84e9f7e77,Easy,A patient is prescribed Hydroxycarbamide 500 mg once daily for 30 days. How many capsules should be dispensed?,45.0 capsules,60 capsules,30 capsules,15.0 capsules,22.5 capsules,C,Cytoreductive agent supply: OD (once daily) for 30 days = 30 capsules. Hydroxycarbamide (hydroxyurea) 500 mg daily is used for myeloproliferative disorders and sickle cell disease. Dose adjusted based on blood counts. Regular FBC monitoring essential - myelosuppression is dose-limiting. Teratogenic.,approved
86a34086-9a6a-4440-a801-9d042b9b7d04,Hard,A patient is started on H. pylori triple therapy for H. pylori eradication using the following titration schedule: omeprazole 20mg BD + amoxicillin 1g BD + clarithromycin 500mg BD for 7 days. H. is available as 20 mg tablets.  amoxicillin 500mg caps (packs of 21); clarithromycin 250mg tabs (packs of 14); Tablets come in packs of 28. How many packs should be dispensed for the primary drug?,3 pack(s) of 28,0.25 pack(s) of 28,0.5 pack(s) of 28,4 pack(s) of 28,1 pack(s) of 28,E,"**Tablet/Dose Calculation**

**Method:**
1. Identify the dose per administration
2. Determine frequency per day
3. Calculate duration in days
4. Total = Doses per day × Number of days

**Answer: 28 tablets**

**Clinical note:** Always verify the prescription matches standard dosing guidelines and check for any dose adjustments needed.",approved
682a8351-7de7-406a-9c65-c83f26f4260c,Medium,A patient with BSA of 1.6 m² is prescribed capecitabine 1250 mg/m² twice daily. Calculate the single dose.,4000 mg,3000.0 mg,2000 mg,1000.0 mg,1500.0 mg,C,Oral chemotherapy BSA dosing: Single dose = BSA × Dose per m² = 1.6 m² × 1250 mg/m² = 2000 mg. BD gives daily total of 4000 mg. Capecitabine is an oral pro-drug of 5-FU used for breast and colorectal cancers. Taken 30 minutes after food. Hand-foot syndrome is a common dose-limiting toxicity.,approved
